Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2015,Domestic Violence,Department of the Status of Women,631413.05,700434.65,-0.0985410987306239
2014,Domestic Violence,Department of the Status of Women,700434.65,564690.46,0.240386901524775
2013,Domestic Violence,Department of the Status of Women,564690.46,423367.22,0.333807704810023
2012,Domestic Violence,Department of the Status of Women,423367.22,616952.99,-0.313777180981002
2011,Domestic Violence,Department of the Status of Women,616952.99,410200.97,0.504026160640235
2010,Domestic Violence,Department of the Status of Women,410200.97,566109.29,-0.275403217636651
2009,Domestic Violence,Department of the Status of Women,566109.29,855606.1,-0.338352905618602
2008,Domestic Violence,Department of the Status of Women,855606.1,630689.78,0.356619572938061
2007,Domestic Violence,Department of the Status of Women,630689.78,617780.04,0.0208969846290275
2006,Domestic Violence,Department of the Status of Women,617780.04,668867.93,-0.0763796374569788
2005,Domestic Violence,Department of the Status of Women,668867.93,618469.22,0.0814894393612668
2004,Domestic Violence,Department of the Status of Women,618469.22,571151.93,0.0828453648051227
2003,Domestic Violence,Department of the Status of Women,571151.93,394999.75,0.445955168326056
2002,Domestic Violence,Department of the Status of Women,394999.75,397481.7,-0.00624418683929351
2001,Domestic Violence,Department of the Status of Women,397481.7,417718.72,-0.0484465240150117
2000,Domestic Violence,Department of the Status of Women,417718.72,412295.97,0.0131525661043933
1999,Domestic Violence,Department of the Status of Women,412295.97,NA,NA
2006,No Program Defined,Department of the Status of Women,1216.42,1019.74,0.192872693039402
2005,No Program Defined,Department of the Status of Women,1019.74,803.5,0.269122588674549
2004,No Program Defined,Department of the Status of Women,803.5,2003.22,-0.598895777797746
2003,No Program Defined,Department of the Status of Women,2003.22,NA,NA
2016,Transitional-Aged Youth Baseline,Department of the Status of Women,64471.13,NA,NA
2016,Administration - Criminal & Civil,District Attorney,2000440.77,1950160.64,0.0257825580973679
2015,Administration - Criminal & Civil,District Attorney,1950160.64,2097241.63,-0.0701306839879962
2014,Administration - Criminal & Civil,District Attorney,2097241.63,1705107.53,0.229976170476474
2013,Administration - Criminal & Civil,District Attorney,1705107.53,1588255.95,0.0735722601889199
2012,Administration - Criminal & Civil,District Attorney,1588255.95,1138352.99,0.395222715583151
2011,Administration - Criminal & Civil,District Attorney,1138352.99,1211574.24,-0.0604348025755318
2010,Administration - Criminal & Civil,District Attorney,1211574.24,1142541.16,0.0604206504035269
2009,Administration - Criminal & Civil,District Attorney,1142541.16,1293240.88,-0.116528732064208
2008,Administration - Criminal & Civil,District Attorney,1293240.88,919611.28,0.406290797128978
2007,Administration - Criminal & Civil,District Attorney,919611.28,808505.38,0.137421349008216
2006,Administration - Criminal & Civil,District Attorney,808505.38,819208.46,-0.0130651482773993
2005,Administration - Criminal & Civil,District Attorney,819208.46,745627.75,0.0986829017562718
2004,Administration - Criminal & Civil,District Attorney,745627.75,832749.18,-0.104619052281745
2003,Administration - Criminal & Civil,District Attorney,832749.18,713332.33,0.167407034530455
2002,Administration - Criminal & Civil,District Attorney,713332.33,662133.15,0.0773245985342977
2001,Administration - Criminal & Civil,District Attorney,662133.15,592787.18,0.116982911135156
2000,Administration - Criminal & Civil,District Attorney,592787.18,722336.58,-0.179347694117886
1999,Administration - Criminal & Civil,District Attorney,722336.58,NA,NA
2016,Career Criminal Prosecution,District Attorney,721465.25,1075677.88,-0.329292473691102
2015,Career Criminal Prosecution,District Attorney,1075677.88,1049655.12,0.0247917239712033
2014,Career Criminal Prosecution,District Attorney,1049655.12,1049851.82,-0.000187359774258606
2013,Career Criminal Prosecution,District Attorney,1049851.82,1075232.41,-0.0236047479260785
2012,Career Criminal Prosecution,District Attorney,1075232.41,681690.64,0.577302586991659
2011,Career Criminal Prosecution,District Attorney,681690.64,906042.89,-0.247617692800393
2010,Career Criminal Prosecution,District Attorney,906042.89,757363.77,0.196311370954541
2009,Career Criminal Prosecution,District Attorney,757363.77,864794.25,-0.124226635410677
2008,Career Criminal Prosecution,District Attorney,864794.25,787462.22,0.0982041144780254
2007,Career Criminal Prosecution,District Attorney,787462.22,827032.19,-0.0478457434649551
2006,Career Criminal Prosecution,District Attorney,827032.19,752601.35,0.0988980952532174
2005,Career Criminal Prosecution,District Attorney,752601.35,735255.28,0.0235919013053534
2004,Career Criminal Prosecution,District Attorney,735255.28,770123.73,-0.0452764259062631
2003,Career Criminal Prosecution,District Attorney,770123.73,753849.47,0.0215882091155413
2002,Career Criminal Prosecution,District Attorney,753849.47,659679.35,0.142751353365844
2001,Career Criminal Prosecution,District Attorney,659679.35,645559.18,0.0218727739260093
2000,Career Criminal Prosecution,District Attorney,645559.18,632924.81,0.0199618814121064
1999,Career Criminal Prosecution,District Attorney,632924.81,NA,NA
2000,Cases Consortium,District Attorney,6884145.25,2294936.96,1.9997099571746
1999,Cases Consortium,District Attorney,2294936.96,NA,NA
2016,Child Abduction,District Attorney,522814.8,1130769.59,-0.537646922393801
2015,Child Abduction,District Attorney,1130769.59,845308.67,0.337700215472769
2014,Child Abduction,District Attorney,845308.67,920664.25,-0.0818491431594092
2013,Child Abduction,District Attorney,920664.25,978885.9,-0.0594774631037182
2012,Child Abduction,District Attorney,978885.9,966485.98,0.0128299015780859
2011,Child Abduction,District Attorney,966485.98,1029075.74,-0.0608213346862106
2010,Child Abduction,District Attorney,1029075.74,823511.9,0.249618542245716
2009,Child Abduction,District Attorney,823511.9,228848.65,2.59850014409087
2008,Child Abduction,District Attorney,228848.65,1782547.54,-0.871617084613631
2007,Child Abduction,District Attorney,1782547.54,1857105.39,-0.04014734457262
2006,Child Abduction,District Attorney,1857105.39,670798.01,1.76850163881673
2005,Child Abduction,District Attorney,670798.01,679240.84,-0.0124298032491685
2004,Child Abduction,District Attorney,679240.84,1242054.22,-0.453131087948801
2003,Child Abduction,District Attorney,1242054.22,1196122.01,0.0384009403856718
2002,Child Abduction,District Attorney,1196122.01,1189361.04,0.00568453965836982
2001,Child Abduction,District Attorney,1189361.04,1248747.82,-0.0475570640035232
2000,Child Abduction,District Attorney,1248747.82,1857718.82,-0.327805797865578
1999,Child Abduction,District Attorney,1857718.82,NA,NA
2009,Child Support Services Program,District Attorney,4272.71,NA,NA
2005,Child Support Services Program,District Attorney,49126.92,NA,NA
2001,Child Support Services Program,District Attorney,-1276257.12,22413940.88,-1.05694032686322
2000,Child Support Services Program,District Attorney,22413940.88,20614764.92,0.087276084252335
1999,Child Support Services Program,District Attorney,20614764.92,NA,NA
2016,Criminal Justice,District Attorney,24055.63,46933.18,-0.487449390814771
2015,Criminal Justice,District Attorney,46933.18,37629.94,0.247229732494923
2014,Criminal Justice,District Attorney,37629.94,73937.35,-0.491056414653758
2013,Criminal Justice,District Attorney,73937.35,NA,NA
2007,Criminal Justice,District Attorney,300579.97,348126.4,-0.136578064748896
2006,Criminal Justice,District Attorney,348126.4,260729.97,0.335199018356041
2005,Criminal Justice,District Attorney,260729.97,336554.54,-0.225296529947271
2004,Criminal Justice,District Attorney,336554.54,NA,NA
2016,Family Violence Program,District Attorney,900428.82,1570086.2,-0.426509945759666
2015,Family Violence Program,District Attorney,1570086.2,1417997.66,0.107255846952526
2014,Family Violence Program,District Attorney,1417997.66,1086259.7,0.305394704415528
2013,Family Violence Program,District Attorney,1086259.7,1157168.17,-0.0612775842252902
2012,Family Violence Program,District Attorney,1157168.17,729383.34,0.586502058026168
2011,Family Violence Program,District Attorney,729383.34,650561.73,0.121159309509337
2010,Family Violence Program,District Attorney,650561.73,752006.79,-0.134899127706015
2009,Family Violence Program,District Attorney,752006.79,1056025.46,-0.287889526830158
2008,Family Violence Program,District Attorney,1056025.46,574942.86,0.836748542281228
2007,Family Violence Program,District Attorney,574942.86,462507.7,0.243099001378788
2006,Family Violence Program,District Attorney,462507.7,270162.89,0.711958663160584
2005,Family Violence Program,District Attorney,270162.89,494532.89,-0.453700865072897
2004,Family Violence Program,District Attorney,494532.89,478178.67,0.0342010654720338
2003,Family Violence Program,District Attorney,478178.67,430203.08,0.11151847169481
2002,Family Violence Program,District Attorney,430203.08,557455.71,-0.228273973550293
2001,Family Violence Program,District Attorney,557455.71,336217.49,0.658021151725331
2000,Family Violence Program,District Attorney,336217.49,473885.43,-0.290508910560935
1999,Family Violence Program,District Attorney,473885.43,NA,NA
2016,Felony Prosecution,District Attorney,17380064.13,29738512.66,-0.415570498474284
2015,Felony Prosecution,District Attorney,29738512.66,29651715.27,0.00292722998348151
2014,Felony Prosecution,District Attorney,29651715.27,26319475.03,0.126607397609632
2013,Felony Prosecution,District Attorney,26319475.03,24219039.1,0.0867266418509562
2012,Felony Prosecution,District Attorney,24219039.1,22762701.53,0.0639791181235946
2011,Felony Prosecution,District Attorney,22762701.53,24381615.89,-0.0663989772992851
2010,Felony Prosecution,District Attorney,24381615.89,23588393.18,0.0336276703524068
2009,Felony Prosecution,District Attorney,23588393.18,22580574.25,0.0446321213465153
2008,Felony Prosecution,District Attorney,22580574.25,22833647.74,-0.0110833578971556
2007,Felony Prosecution,District Attorney,22833647.74,20918907.75,0.0915315471000152
2006,Felony Prosecution,District Attorney,20918907.75,22860642.89,-0.0849379061360247
2005,Felony Prosecution,District Attorney,22860642.89,19376020.94,0.179841978948646
2004,Felony Prosecution,District Attorney,19376020.94,20809640.16,-0.068892071606105
2003,Felony Prosecution,District Attorney,20809640.16,16407909.79,0.26826880610245
2002,Felony Prosecution,District Attorney,16407909.79,15174504.56,0.0812814168082467
2001,Felony Prosecution,District Attorney,15174504.56,20228907.46,-0.249860399529456
2000,Felony Prosecution,District Attorney,20228907.46,14959233.9,0.352268946072165
