Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2014,No Program Defined,General City Responsibility,143246,12976092,-0.988960774939019
2013,No Program Defined,General City Responsibility,12976092,266492,47.6922384161626
2012,No Program Defined,General City Responsibility,266492,7521212,-0.964567944634455
2011,No Program Defined,General City Responsibility,7521212,7519587,0.000216102293915876
2010,No Program Defined,General City Responsibility,7519587,NA,NA
2017,Retiree Health Care -  Prop B,General City Responsibility,99699990,63119878,0.579533946500974
2016,Retiree Health Care -  Prop B,General City Responsibility,63119878,44259486,0.426132196835725
2015,Retiree Health Care -  Prop B,General City Responsibility,44259486,33563272,0.318688058780443
2014,Retiree Health Care -  Prop B,General City Responsibility,33563272,20340000,0.650111701081613
2013,Retiree Health Care -  Prop B,General City Responsibility,20340000,13090000,0.553857906799083
2012,Retiree Health Care -  Prop B,General City Responsibility,13090000,NA,NA
2017,Transitional-Aged Youth Baseline,General City Responsibility,136289,88525,0.539553798362045
2016,Transitional-Aged Youth Baseline,General City Responsibility,88525,NA,NA
2017,General Fund,General Fund Unallocated,-3698849566,-3658336113,0.0110742839773618
2016,General Fund,General Fund Unallocated,-3658336113,-3255247358,0.123827381046599
2015,General Fund,General Fund Unallocated,-3255247358,-2962516746,0.0988114623808442
2014,General Fund,General Fund Unallocated,-2962516746,-2577168267,0.149523988764836
2013,General Fund,General Fund Unallocated,-2577168267,-2352928721,0.0953023115399338
2012,General Fund,General Fund Unallocated,-2352928721,-2088510093,0.126606344343867
2011,General Fund,General Fund Unallocated,-2088510093,-2198793739,-0.0501564307938026
2010,General Fund,General Fund Unallocated,-2198793739,NA,NA
2017,General Fund Unallocated,General Fund Unallocated,3698849566,3658336113,0.0110742839773618
2016,General Fund Unallocated,General Fund Unallocated,3658336113,3255247358,0.123827381046599
2015,General Fund Unallocated,General Fund Unallocated,3255247358,2962516746,0.0988114623808442
2014,General Fund Unallocated,General Fund Unallocated,2962516746,2577168267,0.149523988764836
2013,General Fund Unallocated,General Fund Unallocated,2577168267,2352928721,0.0953023115399338
2012,General Fund Unallocated,General Fund Unallocated,2352928721,2088510093,0.126606344343867
2011,General Fund Unallocated,General Fund Unallocated,2088510093,2198793739,-0.0501564307938026
2010,General Fund Unallocated,General Fund Unallocated,2198793739,NA,NA
2017,311 Call Center,General Services Agency - City Admin,5385078,5263041,0.0231875449953743
2016,311 Call Center,General Services Agency - City Admin,5263041,5073910,0.0372751980228266
2015,311 Call Center,General Services Agency - City Admin,5073910,4367581,0.161720870202522
2014,311 Call Center,General Services Agency - City Admin,4367581,4363042,0.00104032920150666
2013,311 Call Center,General Services Agency - City Admin,4363042,3926049,0.111306048396238
2012,311 Call Center,General Services Agency - City Admin,3926049,3063905,0.281387314554466
2011,311 Call Center,General Services Agency - City Admin,3063905,3960011,-0.22628876535949
2010,311 Call Center,General Services Agency - City Admin,3960011,NA,NA
2017,Animal Welfare,General Services Agency - City Admin,13309753,14496018,-0.0818338525793773
2016,Animal Welfare,General Services Agency - City Admin,14496018,6594690,1.19813486304891
2015,Animal Welfare,General Services Agency - City Admin,6594690,6222192,0.0598660407779123
2014,Animal Welfare,General Services Agency - City Admin,6222192,5978022,0.0408446138204242
2013,Animal Welfare,General Services Agency - City Admin,5978022,4594773,0.301048386938811
2012,Animal Welfare,General Services Agency - City Admin,4594773,4470592,0.0277773055559532
2011,Animal Welfare,General Services Agency - City Admin,4470592,4326099,0.0334002989760521
2010,Animal Welfare,General Services Agency - City Admin,4326099,NA,NA
2017,Capital Asset Planning,General Services Agency - City Admin,750000,25857226,-0.970994568404206
2016,Capital Asset Planning,General Services Agency - City Admin,25857226,750000,33.4763013333333
2015,Capital Asset Planning,General Services Agency - City Admin,750000,750000,0
2014,Capital Asset Planning,General Services Agency - City Admin,750000,750000,0
2013,Capital Asset Planning,General Services Agency - City Admin,750000,750000,0
2012,Capital Asset Planning,General Services Agency - City Admin,750000,750484,-0.000644917146801264
2011,Capital Asset Planning,General Services Agency - City Admin,750484,797507,-0.0589624918652752
2010,Capital Asset Planning,General Services Agency - City Admin,797507,NA,NA
2017,City Administrator - Administration,General Services Agency - City Admin,5802217,5198609,0.116109520835285
2016,City Administrator - Administration,General Services Agency - City Admin,5198609,3980472,0.306028280063269
2015,City Administrator - Administration,General Services Agency - City Admin,3980472,3770948,0.0555626860937886
2014,City Administrator - Administration,General Services Agency - City Admin,3770948,3044899,0.238447646375134
2013,City Administrator - Administration,General Services Agency - City Admin,3044899,2387313,0.275450265633371
2012,City Administrator - Administration,General Services Agency - City Admin,2387313,1916256,0.245821539502029
2011,City Administrator - Administration,General Services Agency - City Admin,1916256,2637652,-0.273499309234122
2010,City Administrator - Administration,General Services Agency - City Admin,2637652,NA,NA
2017,Committee On Information Technology,General Services Agency - City Admin,650741,650741,0
2016,Committee On Information Technology,General Services Agency - City Admin,650741,650741,0
2015,Committee On Information Technology,General Services Agency - City Admin,650741,NA,NA
2017,Community Ambassador Program,General Services Agency - City Admin,778666,773838,0.00623903194208607
2016,Community Ambassador Program,General Services Agency - City Admin,773838,717778,0.0781021430024325
2015,Community Ambassador Program,General Services Agency - City Admin,717778,484253,0.482237590680904
2014,Community Ambassador Program,General Services Agency - City Admin,484253,399885,0.21098065693887
2013,Community Ambassador Program,General Services Agency - City Admin,399885,NA,NA
2017,Community Redevelopment,General Services Agency - City Admin,2968258,2906400,0.0212833746215249
2016,Community Redevelopment,General Services Agency - City Admin,2906400,1564386,0.857853496515566
2015,Community Redevelopment,General Services Agency - City Admin,1564386,1488678,0.0508558600315179
2014,Community Redevelopment,General Services Agency - City Admin,1488678,280533048,-0.994693395267997
2013,Community Redevelopment,General Services Agency - City Admin,280533048,NA,NA
2017,Contract Monitoring,General Services Agency - City Admin,121137,120522,0.00510280280778613
2016,Contract Monitoring,General Services Agency - City Admin,120522,-34264,-4.51745272005604
2015,Contract Monitoring,General Services Agency - City Admin,-34264,0,-Inf
2014,Contract Monitoring,General Services Agency - City Admin,0,0,NaN
2013,Contract Monitoring,General Services Agency - City Admin,0,NA,NA
2017,County Clerk Services,General Services Agency - City Admin,4275419,4241304,0.00804351680520896
2016,County Clerk Services,General Services Agency - City Admin,4241304,4222950,0.00434625084360459
2015,County Clerk Services,General Services Agency - City Admin,4222950,4050937,0.0424625216338837
2014,County Clerk Services,General Services Agency - City Admin,4050937,4097797,-0.0114354127351843
2013,County Clerk Services,General Services Agency - City Admin,4097797,4095433,0.000577228341911588
2012,County Clerk Services,General Services Agency - City Admin,4095433,4044815,0.0125142929899142
2011,County Clerk Services,General Services Agency - City Admin,4044815,4052652,-0.00193379545048526
2010,County Clerk Services,General Services Agency - City Admin,4052652,NA,NA
2017,Disability Access,General Services Agency - City Admin,5088301,4654900,0.0931064040043825
2016,Disability Access,General Services Agency - City Admin,4654900,6212711,-0.25074576943946
2015,Disability Access,General Services Agency - City Admin,6212711,8052835,-0.228506358319772
2014,Disability Access,General Services Agency - City Admin,8052835,8591249,-0.0626700494887298
2013,Disability Access,General Services Agency - City Admin,8591249,9071747,-0.0529664242179593
2012,Disability Access,General Services Agency - City Admin,9071747,17415685,-0.479104783992131
2011,Disability Access,General Services Agency - City Admin,17415685,2379314,6.31962447999718
2010,Disability Access,General Services Agency - City Admin,2379314,NA,NA
2017,Earthquake Safety Program,General Services Agency - City Admin,592462,973795,-0.391594740166051
2016,Earthquake Safety Program,General Services Agency - City Admin,973795,1027574,-0.0523358901646013
2015,Earthquake Safety Program,General Services Agency - City Admin,1027574,590000,0.741650847457627
2014,Earthquake Safety Program,General Services Agency - City Admin,590000,440000,0.340909090909091
2013,Earthquake Safety Program,General Services Agency - City Admin,440000,NA,NA
2017,Entertainment Commission,General Services Agency - City Admin,1458626,1436915,0.0151094532383613
2016,Entertainment Commission,General Services Agency - City Admin,1436915,1300809,0.104631809896764
2015,Entertainment Commission,General Services Agency - City Admin,1300809,1371356,-0.0514432430382774
2014,Entertainment Commission,General Services Agency - City Admin,1371356,1381464,-0.0073168754307025
2013,Entertainment Commission,General Services Agency - City Admin,1381464,1281882,0.0776842174240687
2012,Entertainment Commission,General Services Agency - City Admin,1281882,1198324,0.0697290549133623
2011,Entertainment Commission,General Services Agency - City Admin,1198324,1187324,0.00926453099575179
2010,Entertainment Commission,General Services Agency - City Admin,1187324,NA,NA
2017,Facilities Mgmt & Operations,General Services Agency - City Admin,33711585,30215970,0.115687664503241
2016,Facilities Mgmt & Operations,General Services Agency - City Admin,30215970,44042948,-0.313943063030204
2015,Facilities Mgmt & Operations,General Services Agency - City Admin,44042948,42767836,0.029814742087956
2014,Facilities Mgmt & Operations,General Services Agency - City Admin,42767836,39965547,0.0701176190582353
2013,Facilities Mgmt & Operations,General Services Agency - City Admin,39965547,39853788,0.0028042252846831
2012,Facilities Mgmt & Operations,General Services Agency - City Admin,39853788,43032189,-0.0738610113466456
2011,Facilities Mgmt & Operations,General Services Agency - City Admin,43032189,39608434,0.0864400496116559
2010,Facilities Mgmt & Operations,General Services Agency - City Admin,39608434,NA,NA
2017,Fleet Management,General Services Agency - City Admin,38471,37838,0.0167292140176542
2016,Fleet Management,General Services Agency - City Admin,37838,33701,0.122756001305599
2015,Fleet Management,General Services Agency - City Admin,33701,27812,0.211743132460808
2014,Fleet Management,General Services Agency - City Admin,27812,0,Inf
2013,Fleet Management,General Services Agency - City Admin,0,20723,-1
2012,Fleet Management,General Services Agency - City Admin,20723,43256,-0.520921953023858
2011,Fleet Management,General Services Agency - City Admin,43256,31151,0.388591056466887
2010,Fleet Management,General Services Agency - City Admin,31151,NA,NA
2017,General Fund,General Services Agency - City Admin,43183060,55632670,-0.223782356662012
2016,General Fund,General Services Agency - City Admin,55632670,51711488,0.0758280635823127
2015,General Fund,General Services Agency - City Admin,51711488,51161358,0.0107528420179933
2014,General Fund,General Services Agency - City Admin,51161358,44388098,0.152591805127582
2013,General Fund,General Services Agency - City Admin,44388098,46554621,-0.0465372277437292
2012,General Fund,General Services Agency - City Admin,46554621,34100128,0.365233027864294
2011,General Fund,General Services Agency - City Admin,34100128,33549021,0.0164269174948503
2010,General Fund,General Services Agency - City Admin,33549021,NA,NA
2017,Grants For The Arts,General Services Agency - City Admin,26690070,26690070,0
2016,Grants For The Arts,General Services Agency - City Admin,26690070,25410278,0.0503651317785661
2015,Grants For The Arts,General Services Agency - City Admin,25410278,25410278,0
2014,Grants For The Arts,General Services Agency - City Admin,25410278,23146347,0.0978094297126022
2013,Grants For The Arts,General Services Agency - City Admin,23146347,23113054,0.00144044140596911
